"ROWFIELD NAME","TYPE","LEN","START","ENDFORMAT","COMMENTS/VALUESExtract Unpacked V8.0A","Field Descriptions"
"364 PHRPATSTAX","N","11","3123","3133 -------9.99","Pharmacy Patient Sales Tax Amt","The Pharmacy (Approved)  patient sales tax responsibility. This field is"
"","","","","","","not a component of the Patient Pay Amount (5Ø5-F5) formula."
"365 PHRPLNSTAX","N","11","3134","3144 -------9.99","Pharmacy Plan Sales Tax Amt","The Pharmacy (Approved) Plan sales tax responsibility. This field is"
"","","","","","","not a component of the Patient Pay Amount (5Ø5-F5) formula."
"366 PHRPRVNSEL","N","11","3145","3155 -------9.99","Pharmacy Amt Attrib to Provider","The Pharmacy (Approved)  amount to be collected from the patient"
"","","","","","Network Selection","that is included in ‘Patient Pay Amount’ (5Ø5-F5) that is due to the"
"","","","","","","patient’s provider network selection."
"367 PHRPSCBRND","N","11","3156","3166 -------9.99","Pharmacy PatPay Amt Attrib to","The Pharmacy (Approved)  amount to be collected from the patient that is included in"
"","","","","","PSC/Brand Drug","‘Patient Pay Amount’ (5Ø5-F5) that is due to the patient’s selection of a Brand product."
"368 PHRPSCNONP","N","11","3167","3177 -------9.99","Pharmacy PatPay Amt Attrib to","The Pharmacy (Approved)  amount to be collected from the patient that is included in"
"","","","","","PSC/NonPref Formulary","‘Patient Pay Amount’ (5Ø5-F5) that is due to the patient’s selection of a Non-Preferred"
"","","","","","","Formulary product."
"369 PHRPSCBRNP","N","11","3178","3188 -------9.99","Pharmacy PatPay Amt Attrib to","The Pharmacy (Approved)  amount to be collected from the patient that is included in"
"","","","","","PSC/Brand NonPref Frm","‘Patient Pay Amount’ (5Ø5-F5) that is due to the patient’s selection of a Brand Non-"
"","","","","","","Preferred Formulary product."
"370 PHRCOVGAP","N","11","3189","3199 -------9.99","Pharmacy Amt Attrib to Coverage","The Pharmacy (Approved)  amount to be collected from the patient that is included in"
"","","","","","Gap","‘Patient Pay Amount’ (5Ø5-F5) that is due to the patient being in the coverage gap (for"
"","","","","","","example Medicare Part D Coverage Gap (donut hole)). A coverage gap is defined as"
"","","","","","","the period or amount during"
"371 PHRINGCSTC","N","11","3200","3210 -------9.99","Pharmacy Ingredient Cost","The Pharmacy (Approved)  informational field used when Other Payer-Patient"
"","","","","","Contracted/Reimb Amt","Responsibility Amount (352-NQ) or Patient Pay Amount (5Ø5-F5) is used for"
"","","","","","","reimbursement. Amount is equal to contracted or reimbursable amount for product"
"","","","","","","being dispensed."
"372 PHRDSPFEEC","N","11","3211","3221 -------9.99","Pharmacy Dispensing Fee","The Pharmacy (Approved)  informational field used when Other Payer-Patient"
"","","","","","Contracted/Reimb Amt","Responsibility Amount (352-NQ) or Patient Pay Amount (5Ø5-F5) is used for"
"","","","","","","reimbursement. Amount is equal to contracted or reimbursable dispensing fee for"
"","","","","","","product being dispensed."
"373 POSINGRCST","N","11","3222","3232 -------9.99","Post Adjudication Ingredient Cost","Post Adjudication Ingredient Cost. This field populates with Pharmacy"
"","","","","","","(approved) ingredient cost if the post-adjudicated field is empty."
"374 POSDISPFEE","N","11","3233","3243 -------9.99","Post Adjudication Dispensing Fee","Post Adjudication Dispensing Fee Paid. This field populates with"
"","","","","","Paid","Pharmacy (approved) dispensing fee if the post-adjudicated field is"
"","","","","","","empty."
"375 POSPSLSTAX","N","11","3244","3254 -------9.99","Post Adjudication Percentage Sales","Post Adjudication Percentage Sales Tax.  This field populates with"
"","","","","","Tax","Pharmacy (approved) sales tax if the post-adjudicated field is empty."
"376 POSFSLSTAX","N","11","3255","3265 -------9.99","Post Adjudication Flat Sales Tax","Post Adjudication Flat Sales Tax.  This field populates with Pharmacy"
"","","","","","","(approved) sales tax if the post-adjudicated field is empty."
"377 POSSLSTAX","N","11","3266","3276 -------9.99","Post Adjudication Total Sales Tax","Post Adjudication Percentage Sales Tax. This field populates with"
"","","","","","","Pharmacy (approved) sales tax if the post-adjudicated field is empty."
"378 POSPATPAY","N","11","3277","3287 -------9.99","Post Adjudication Patient Pay","Post Adjudication Patient Pay Amount. This field populates with"
"","","","","","Amount","Pharmacy (approved) patient pay if the post-adjudicated field is empty."
"","","","","","","The patient pay would include copays and all other charges."
"379 POSDUEAMT","N","11","3288","3298 -------9.99","Post Adjudication Total Amount Due","Post Adjudication Total Amount Due. This field populates amount due"
"","","","","","","pharmacy (approved) if the post adjudicated field is empty. Typically,"
"","","","","","","amount due is calculated as follows: (Ingred Cost + Dispensing Fee +"
"","","","","","","Tax) – Patient Pay"
"380 POSWITHHLD","N","11","3299","3309 -------9.99","Post Adjudication Total Withhold","Post Adjudication Total Withhold Amount. This field populates"
"","","","","","Amount","Pharmacy (approved) withhold amount if the post adjudicated field is"
"","","","","","","empty."
"381 POSCOPAY","N","11","3310","3320 -------9.99","Post Adjudication Copay Amount","Post Adjudication Copay Amount"
